"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Unit";"Reaper";"Barracks";19
"Building";"CommandCenter";NA;20
"Building";"Factory";NA;20
"Building";"BarracksReactor";NA;21
"Building";"Refinery";NA;22
"Building";"Starport";NA;24
"Unit";"Hellion";"Factory";24
"Unit";"Hellion";"Factory";26
"Building";"BarracksTechLab";NA;30
"Unit";"Hellion";"Factory";30
"Unit";"Hellion";"Factory";32
"Unit";"Hellion";"Factory";38
"Unit";"Hellion";"Factory";40
"Unit";"Liberator";"Starport";44
"Unit";"Hellion";"Factory";50
"Building";"Armory";NA;52
"Unit";"Hellion";"Factory";54
"Building";"CommandCenter";NA;57
"Building";"Refinery";NA;60
"Building";"Refinery";NA;60
"Unit";"Thor";"Factory";62
"Unit";"Medivac";"Starport";68
"Building";"BarracksTechLab";NA;71
"Building";"Factory";NA;73
"Building";"Factory";NA;73
"Building";"Factory";NA;77
"Building";"Factory";NA;77
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";79
"Unit";"Hellion";"Factory";81
"Unit";"Hellion";"Factory";83
"Unit";"Hellion";"Factory";90
"Building";"FactoryReactor";NA;92
"Building";"FactoryTechLab";NA;92
"Unit";"Hellion";"Factory";92
"Building";"StarportReactor";NA;94
"Building";"Refinery";NA;97
"Building";"Refinery";NA;98
"Unit";"Hellion";"Factory";99
"Unit";"Hellion";"Factory";102
"Unit";"Hellion";"Factory";106
"Unit";"Hellion";"Factory";108
"Unit";"Hellion";"Factory";110
"Unit";"Hellion";"Factory";112
"Unit";"Hellion";"Factory";114
"Unit";"Hellion";"Factory";116
"Unit";"Hellion";"Factory";118
"Unit";"Hellion";"Factory";120
"Unit";"Hellion";"Factory";122
"Unit";"Hellion";"Factory";124
"Upgrade";"TerranVehicleWeaponsLevel2";"Armory";126
"Building";"EngineeringBay";NA;126
"Unit";"Hellion";"Factory";126
"Unit";"Hellion";"Factory";128
"Unit";"Hellion";"Factory";130
"Unit";"Hellion";"Factory";132
"Unit";"Hellion";"Factory";134
"Unit";"Hellion";"Factory";137
"Unit";"Hellion";"Factory";139
"Unit";"Hellion";"Factory";141
"Building";"CommandCenter";NA;143
"Unit";"Hellion";"Factory";143
"Unit";"Hellion";"Factory";145
"Unit";"Hellion";"Factory";147
"Unit";"Hellion";"Factory";149
"Unit";"Hellion";"Factory";151
"Unit";"Hellion";"Factory";153
"Unit";"Hellion";"Factory";155
"Unit";"Hellion";"Factory";157
"Unit";"Hellion";"Factory";159
"Unit";"Hellion";"Factory";161
"Unit";"Hellion";"Factory";163
"Unit";"Hellion";"Factory";165
"Unit";"Hellion";"Factory";167
"Unit";"Hellion";"Factory";170
"Unit";"Hellion";"Factory";172
"Building";"Refinery";NA;174
"Building";"Refinery";NA;175
"Building";"MissileTurret";NA;176
"Unit";"Thor";"Factory";176
"Unit";"Thor";"Factory";182
"Unit";"Hellion";"Factory";188
"Unit";"Cyclone";"Factory";190
"Unit";"Cyclone";"Factory";196
"Unit";"Cyclone";"Factory";199
"Unit";"Hellion";"Factory";203
"Unit";"Hellion";"Factory";205
"Unit";"Hellion";"Factory";210
"Unit";"Hellion";"Factory";212
"Unit";"Hellion";"Factory";214
"Building";"MissileTurret";NA;216
"Unit";"Hellion";"Factory";216
"Unit";"Hellion";"Factory";218
"Unit";"Hellion";"Factory";220
"Upgrade";"SprayTerran";NA;222
"Upgrade";"SprayTerran";NA;222
"Upgrade";"SprayTerran";NA;222
"Upgrade";"SprayTerran";NA;222
"Upgrade";"HighCapacityBarrels";NA;222
"Upgrade";"SprayTerran";NA;222
"Upgrade";"SmartServos";NA;222
"Upgrade";"SprayTerran";NA;222
"Upgrade";"SprayTerran";NA;222
