"Hash";"EqualWeighted"
"12e315d3ddd3b6bd1ee5c3f7f52b6255d9b226f1";0,0232558139534884
"210dd0c860b1f89bdfe75091269b2ab2d9e97dc1";0,0465116279069767
"26ebac05f2e14aebbdc3e134437a620428bf0536";0,0697674418604651
"2dde0373220690e369408342ac21f55699385714";0,0930232558139535
"2ee23bbbda4733da9601950acbff50e0e19e97f1";0,116279069767442
"3499397f5822bc01117c3f73e1fdad70983c0ee8";0,13953488372093
"3ac9e9f14f9af6a61f182ce9ad46454531b4be0b";0,162790697674419
"3bfa500a9a90e0d0e6a094dc1b0790bf64c7e15e";0,186046511627907
"42f261c7f90e2324e1647bc9ac6f4c87186f7ecf";0,209302325581395
"439830379c0a11ab7d839a6f3be2717776a010c1";0,232558139534884
"4520fe96fcd8a94725d653deecd6f559d894373b";0,255813953488372
"53b8b6687c1cdc75a805db24beb924193894c30b";0,27906976744186
"53c88abc6326b42c7af66185da6b25af8200ecba";0,302325581395349
"6b0e5c352b4995a7406b1728d942f807dcd79c8f";0,325581395348837
"6f0e1abeb443fa4953dd8ced30c326195042086d";0,348837209302326
"752fc362f2573934c92549b4df54df7f61bf3d17";0,372093023255814
"7c3c738225eb6b87e3977c1a3ce287f24546b107";0,395348837209302
"7cdcb510c4fd131587e9968945896e3641212ed3";0,418604651162791
"7f89b9dca04ed865fc772db47223cf1cd6ec6b2e";0,441860465116279
"8ae9d0c8e9e2f843c4663e0d45d614bf89db0489";0,465116279069767
"8e7b340d21790f5b492b6946ddc9e5215823a69f";0,488372093023256
"93f0185cfa3ee355140c3c21b7bb967e1d8e520d";0,511627906976744
"9acf15fab9edb05db340eafe91679408c077f168";0,534883720930233
"9e05f99f86d5f482c12ce88f1293a93fb09f2e7a";0,558139534883721
"9e41184c95151ffdd5abced69ed6d83c410288af";0,581395348837209
"a9c316d25db5aa5e46ef6b88cc4fbb9f2ce5f2b6";0,604651162790698
"aade6d1a0b6975e8ee20ea413b31be89e820728f";0,627906976744186
"b6436a29d3f9d75506a9cc62ced8288ddb7382b7";0,651162790697674
"b772374b38e8c5478ff94fe2fdba7f2ea6335d66";0,674418604651163
"b83995fa4a2e9b034886c63cfc66204f454c388a";0,697674418604651
"b911f573454634f0222f684e8baa1ef2b2cd7113";0,720930232558139
"b993d9cec3e6083426324a38d5da7d1e7f16dc31";0,744186046511628
"be1f9d362fe2b1c6d1ab0a7a25893d6a97de8f02";0,767441860465116
"c18720aafdba8c444f3ce4de6d098090f03c2116";0,790697674418605
"c37f9eb9ab231c3502cb8191f2122b2c253edc65";0,813953488372093
"c4ff98e2d255d64106a3b821eb3ea299d4ed316d";0,837209302325581
"cc7ac659d7f12101bd897ff1d3b84463894a3e5a";0,86046511627907
"da9987396817b504bfe0ad69e6d71935a4855715";0,883720930232558
"df0577552d9357bf4950fa70f738fd033c08b063";0,906976744186046
"eca8bbc20e8899e5e6e10d845222570553ed5856";0,930232558139535
"ee1ca2dd76b828fd95f10c0e6396533c376b2f88";0,953488372093023
"f1944e7951975f2ee969c07a5198a8928396abfe";0,976744186046512
"f3cd3d29659e3440033fcf1c5def4767dc994e6c";1
