"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Unit";"Reaper";"Barracks";19
"Building";"Factory";NA;20
"Building";"Bunker";NA;21
"Unit";"Marine";"Barracks";22
"Building";"Refinery";NA;23
"Unit";"Marine";"Barracks";24
"Unit";"Cyclone";"Factory";26
"Unit";"Marine";"Barracks";29
"Building";"Starport";NA;30
"Unit";"Marine";"Barracks";31
"Unit";"Cyclone";"Factory";33
"Unit";"Marine";"Barracks";36
"Building";"StarportTechLab";NA;37
"Unit";"Marine";"Barracks";38
"Unit";"Cyclone";"Factory";39
"Unit";"Banshee";"Starport";42
"Building";"CommandCenter";NA;46
"Unit";"Marine";"Barracks";46
"Unit";"Marine";"Barracks";47
"Unit";"Cyclone";"Factory";48
"Unit";"Marine";"Barracks";51
"Unit";"Banshee";"Starport";52
"Unit";"Marine";"Barracks";56
"Unit";"Cyclone";"Factory";58
"Unit";"Marine";"Barracks";62
"Unit";"Banshee";"Starport";63
"Building";"CommandCenter";NA;66
"Unit";"Marine";"Barracks";66
"Unit";"Cyclone";"Factory";68
"Building";"BarracksReactor";NA;72
"Building";"Barracks";NA;72
"Building";"Barracks";NA;73
"Unit";"Banshee";"Starport";74
"Unit";"Cyclone";"Factory";77
"Unit";"Marine";"Barracks";80
"Unit";"Marine";"Barracks";81
"Building";"FactoryTechLab";NA;83
"Building";"BarracksTechLab";NA;84
"Unit";"Marine";"Barracks";84
"Unit";"Marine";"Barracks";85
"Unit";"Marine";"Barracks";88
"Unit";"Marine";"Barracks";89
"Unit";"Marine";"Barracks";90
"Upgrade";"SprayTerran";NA;92
"Upgrade";"SprayTerran";NA;92
"Upgrade";"SprayTerran";NA;92
"Upgrade";"SprayTerran";NA;92
"Upgrade";"SprayTerran";NA;92
