"Hash";"EqualWeighted"
"25718cee796119c917fc3ffe1d8df50ab9e8805a";0,0666666666666667
"2f21bd87b54ef14e80c0f5ade96e0d1d764fadc9";0,133333333333333
"347ab4436381ba029b84e5e0cefd69eb7a8df773";0,2
"37c358c1e7e0c9c2c5abc7bd39cd1b858ac8af7a";0,266666666666667
"423b13b26e89f218a8878e77dfff7ede1d93038a";0,333333333333333
"4d9557e74d834894ec12811f2222da63caa16812";0,4
"537cead0e2332581990ddea80ab4811abde8dc37";0,466666666666667
"6c7f2b5a05682e35f962f6e7389e67dc8bb7c130";0,533333333333333
"712f808f9c965f1755292c037e3eb149f5e525aa";0,6
"9062d22eb71ebb6f2114649027bc125998b3a2b5";0,666666666666667
"940937d43bcc02d828b68a34f4990b2a98a9bc9f";0,733333333333333
"94cd5115b0e7290f97d3886cf1da4585548851ee";0,8
"ca6183f3435aa18b3bc72146bae160b647a364db";0,866666666666667
"ed79f883686bf45ecf659909636af1246b6bff7d";0,933333333333333
"f5abb1f4e213c7adb4742632ffccd3ccf11fe22b";1
