"Hash";"EqualWeighted"
"13959543cfedf515e4da2a656ce48a1cb4131720";0,0357142857142857
"32d1e7e61f3f8c49c8a3253b1121eb5373a97ddc";0,0714285714285714
"34c41ade5a2564c0851802e2737899a3d78442ab";0,107142857142857
"468ae75648a26f3502f6a92ef58c69106f01fcec";0,142857142857143
"49d8d6357779da04606df5c11c8d64468356807f";0,178571428571429
"4d16109ca1211c4c8b587c39d96f284a020b3f0a";0,214285714285714
"4e51d92e861cb616e353caebf3bb2e8942bf40cb";0,25
"55698af686aa938ecba020e7d77830521fbf9aab";0,285714285714286
"56f10e7d6ffbc0be2380192270d3d3538c93ff68";0,321428571428571
"60ba434bdf620bbea475507e2c23255e28ad1133";0,357142857142857
"6866b3a258042d37bd0f21dd1383c7049f547b1d";0,392857142857143
"72bfce39210c0c5aab53480630d628f1d7fa955a";0,428571428571429
"740b92cf712f36a6db9a0016d7f54658b6507cf8";0,464285714285714
"7bf9aa726d6d4bdbc61cb00e686b8d250840399b";0,5
"897498ab4472eea343f30dd5d623e2d75b6f697a";0,535714285714286
"94ccff021b523b6c625f2e8562a3363194a762fe";0,571428571428571
"95fdffc0b0fabaeef89bfea56af383ab3ffe759e";0,607142857142857
"a36dbc77f99961092a3e9ac76a7c44210943a6d3";0,642857142857143
"b3666397fc859adb7064d57982b5d03b9508b456";0,678571428571428
"c098b445f328d07c0c787650bcb154c00a1a053e";0,714285714285714
"c7afcc2702ad6f7fc03265ac792ec2bb7f5b9351";0,75
"ccc43ab0edd1c98f8acdb509e1eff1c29b191317";0,785714285714286
"d6e55f84dc798aba0a4d4d78a4eb04ca08114596";0,821428571428571
"d75e6ecc9012839292e317f3860484d9bc2e702d";0,857142857142857
"dc4a108d25322b0d53a8878bbdd09106ca6877dc";0,892857142857143
"f365b065e353b25311a5ef33860754c3f5c38d2a";0,928571428571428
"f3f1eaf415f0fb36cb8fcfc5e7df390e82b80f17";0,964285714285714
"f8c0420b017bc79228bca39d139faf966e105ff4";1
