"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Unit";"Reaper";"Barracks";19
"Building";"CommandCenter";NA;20
"Building";"Factory";NA;20
"Building";"BarracksReactor";NA;21
"Building";"Refinery";NA;22
"Building";"Starport";NA;24
"Unit";"Hellion";"Factory";24
"Unit";"Hellion";"Factory";26
"Unit";"Marine";"Barracks";28
"Unit";"Marine";"Barracks";30
"Unit";"Hellion";"Factory";31
"Unit";"Hellion";"Factory";33
"Unit";"Medivac";"Starport";36
"Unit";"Marine";"Barracks";39
"Unit";"Hellion";"Factory";41
"Unit";"Hellion";"Factory";43
"Building";"BarracksTechLab";NA;46
"Unit";"Liberator";"Starport";48
"Unit";"Marine";"Barracks";51
"Building";"Barracks";NA;54
"Building";"Barracks";NA;55
"Building";"FactoryTechLab";NA;55
"Unit";"Marauder";"Barracks";56
"Building";"EngineeringBay";NA;62
"Unit";"Marine";"Barracks";62
"Building";"Bunker";NA;65
"Unit";"Marauder";"Barracks";66
"Unit";"Marine";"Barracks";69
"Unit";"Marine";"Barracks";70
"Building";"StarportReactor";NA;71
"Building";"BarracksTechLab";NA;71
"Unit";"Marine";"Barracks";73
"Upgrade";"SprayTerran";NA;74
"Upgrade";"SprayTerran";NA;74
