"Hash";"EqualWeighted"
"0282cb6a4b140c86400e0544c74dc9645d90b042";0,0769230769230769
"225ce1fd67d7ce1d39707044536f8a6f854fcda5";0,153846153846154
"25e1ac04aa2552dd03f114e1fdf7b264b7f9d243";0,230769230769231
"527237c2a69ea37fe816fd7ab6428aeaab10c094";0,307692307692308
"64a5edf138f5c31abf4d2afc9f9578d9817822b4";0,384615384615385
"6867770409eef38907cdcc0a9e7e89a0b69f119f";0,461538461538462
"6a477c7fea4fb89cc303418e2a29fbf193202e5a";0,538461538461539
"7f2016726458ed9bbdd93ae45e44dfd924c33914";0,615384615384615
"87454b8136f95f449d5314ab5a150cb185ee0f85";0,692307692307692
"9162a0461157ceaacec5f04c0f5b2c9d1ba83388";0,769230769230769
"b10f7164dd262b5a197c2a72da9b55610b85c11e";0,846153846153846
"f97588afdfd94c58f5a97c586795edf9365d389b";0,923076923076923
"fdd67388f3c68709bb3687967fd678e29a3902fe";1
