"Hash";"EqualWeighted"
"0ee714d5f377b8e872344d70e5afe9a9c6c14ab7";0,0476190476190476
"12e3b2c9a297f88e4b2c7ef6fbf4592a0ac28ed6";0,0952380952380952
"2e9567a94e7b4a152927c6e5ae9fa28758661a9d";0,142857142857143
"320ae061f8f7d2e057ec9ee4cfd9de808a51d02b";0,19047619047619
"32146d2138ac21eff6c16fd7e71c284980daea97";0,238095238095238
"35fba4b873475e21da0c645d76d06a5de64421a6";0,285714285714286
"42c73a1c2fc57bcde587e7b7f7808e6b82fb79fa";0,333333333333333
"57cb7b963b18045421ba913fe223a3f1818ad2c1";0,380952380952381
"66f24d62f9d6d190bc496af4a544ad49a07a7a48";0,428571428571429
"6ddf9c822aa4d27fe0930220a55da0b443b0938a";0,476190476190476
"8b1a1955a3331407c07b4d3bca97c7c8ebd46798";0,523809523809524
"93cc8c69d889ea622e9deea088b4f371eac14214";0,571428571428571
"9a2bbef6003c47d3f68047678d595b52181892f9";0,619047619047619
"b2991dd11faa9b291af43e6ef322e357221a897d";0,666666666666667
"b429078c04e26bd2b15824313c381ca48241f8fc";0,714285714285714
"bb3af1fb2e7a086ae3edc5106b1625abad694ac6";0,761904761904762
"c6bfef143532c9c2e7326dcc1d1babd65d8da8bd";0,80952380952381
"d3ad5d87322fb7ac8b21032c2859177c236587ef";0,857142857142857
"e47e94ad9f7c9ed6c2bd9f38f2fcb9dafc98264c";0,904761904761905
"f8fbce072789d9176108fb50d32dfe49d09f0b8f";0,952380952380952
"fa1c387bd0aac02887399b131f95d403af4aabf0";1
