"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Barracks";NA;16
"Building";"Refinery";NA;16
"Unit";"Reaper";"Barracks";19
"Building";"CommandCenter";NA;20
"Unit";"Marine";"Barracks";21
"Building";"Factory";NA;22
"Building";"Refinery";NA;23
"Building";"BarracksReactor";NA;24
"Building";"Starport";NA;26
"Unit";"Hellion";"Factory";27
"Unit";"Hellion";"Factory";29
"Building";"BarracksTechLab";NA;31
"Unit";"Hellion";"Factory";34
"Unit";"Hellion";"Factory";36
"Unit";"Hellion";"Factory";42
"Unit";"Hellion";"Factory";46
"Unit";"Liberator";"Starport";48
"Building";"CommandCenter";NA;52
"Upgrade";"Stimpack";"TechLab";52
"Unit";"Marine";"Barracks";53
"Building";"Barracks";NA;55
"Building";"FactoryTechLab";NA;57
"Unit";"Marine";"Barracks";57
"Building";"Barracks";NA;58
"Building";"StarportReactor";NA;58
"Building";"EngineeringBay";NA;60
"Unit";"Marine";"Barracks";60
"Building";"EngineeringBay";NA;61
"Unit";"Marine";"Barracks";65
"Building";"Refinery";NA;66
"Building";"Refinery";NA;66
"Unit";"Marine";"Barracks";68
"Unit";"Marine";"Barracks";69
"Building";"StarportReactor";NA;70
"Unit";"Marine";"Barracks";70
"Unit";"Marine";"Barracks";73
"Unit";"Marine";"Barracks";74
"Unit";"Marine";"Barracks";75
"Unit";"Marine";"Barracks";76
"Unit";"Marine";"Barracks";78
"Unit";"Marine";"Barracks";80
"Unit";"Marine";"Barracks";82
"Unit";"Marine";"Barracks";83
"Unit";"Marine";"Barracks";84
"Upgrade";"SprayTerran";NA;85
"Upgrade";"SprayTerran";NA;85
"Upgrade";"SprayTerran";NA;85
"Upgrade";"SprayTerran";NA;85
