"Hash";"EqualWeighted"
"03b5d4940e47408e4ca30e3ce03d0b98201e7838";0,0714285714285714
"0ff54a39c52371699fa1761ead2dea40b2dc6918";0,142857142857143
"2b9ab2683333fef3be5bf1afe3c2254848004410";0,214285714285714
"4b824e85488e2ca6459fa7bff188f074f72b4296";0,285714285714286
"50cce18797f65b9b5081c2d19cd038290cc885b0";0,357142857142857
"620e6fde8378212136457c7e71abe40e1277e4ee";0,428571428571429
"70883af10be7a417ae891707534449a1f4e34f2a";0,5
"905e996eba4968c63cfd106f67d7c8efe3cb565a";0,571428571428571
"962f983a76dd5cb053969e3fb1c15129e4a7084f";0,642857142857143
"beefc0c0e42d45143432a342ec06fb44a18e464b";0,714285714285714
"e27f5414bcb13556924d2fef7471c4968b78a903";0,785714285714286
"e3e965c4f3ed041837d251672a4c03def0ce0581";0,857142857142857
"e8b1d645bae825bc166a42ddcc6fbf7860f097e9";0,928571428571428
"eec02e43247d601ac4607e2c5149ca6b2f320d18";1
