"Hash";"EqualWeighted"
"2094f248d1a880952183fdbf83e5d13f1c50bbf6";0,0769230769230769
"20f3aa928c0db39734b64f4c9cba06e0040d114c";0,153846153846154
"29be5220be2de7df1ab79844008312b4aa1f41d6";0,230769230769231
"593a406f86227dfa4a4753028ede20692da2d849";0,307692307692308
"5d76f4ea3be23ba48b8aad10a83d78028119591d";0,384615384615385
"6a3521af798e4d769dbc8c81a1c83dfdc544f730";0,461538461538462
"6fe4bdc69296ca0df04e7a17533f097a288c0f57";0,538461538461539
"92ca0056f0746ac9d2c587b9da1bfde9592f8b96";0,615384615384615
"a51d4352ef5132a690c3aac7eeb0252cd8871f87";0,692307692307692
"a8e1ccd5f6f0d0410a36bde8edf2543e55bf58b1";0,769230769230769
"d7e1383a4fc16873c0e0a43fcb9b49c62f61a129";0,846153846153846
"dca8cb531e4ecbed0bd58f9edbc01447db0b3a0f";0,923076923076923
"f787428718a1db331db9e139c5ace9064caab59c";1
