"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Building";"Refinery";NA;17
"Unit";"Reaper";"Barracks";19
"Building";"Factory";NA;20
"Unit";"Reaper";"Barracks";21
"Unit";"Cyclone";"Factory";23
"Building";"CommandCenter";NA;26
"Building";"BarracksReactor";NA;27
"Unit";"Cyclone";"Factory";28
"Building";"EngineeringBay";NA;32
"Building";"MissileTurret";NA;33
"Unit";"Cyclone";"Factory";33
"Building";"MissileTurret";NA;36
"Unit";"Cyclone";"Factory";36
"Building";"BarracksTechLab";NA;41
"Building";"Starport";NA;41
"Unit";"Cyclone";"Factory";43
"Unit";"Cyclone";"Factory";51
"Unit";"Cyclone";"Factory";55
"Upgrade";"SprayTerran";NA;63
"Upgrade";"SprayTerran";NA;63
