"Hash";"EqualWeighted"
"31c9913d342423a5a48b82a06fac9d31390caf2c";0,142857142857143
"32e7239d9551d847c85c40c663957d16688bcbeb";0,285714285714286
"83c73a80f97b9a0988f27cc91ae8bdea2da01d89";0,428571428571429
"a15e4ae7c2fd66765770a9f1de3e46eb0ecb23eb";0,571428571428571
"c583fa2ecbf41fe076b941c118e4afcb40a48ff1";0,714285714285714
"eecf81c9846ffbcde13233a0da0cd6d0d3ec659c";0,857142857142857
"fe987f4a956f177d536b4cce9b161a4031101881";1
